filepath,label
data/raw/Training\pituitary\Tr-pi_855.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_617.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_280.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_971.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1232.jpg,glioma
data/raw/Training\glioma\Tr-gl_1275.jpg,glioma
data/raw/Training\glioma\Tr-gl_327.jpg,glioma
data/raw/Training\glioma\Tr-gl_280.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1172.jpg,pituitary
data/raw/Training\glioma\Tr-gl_612.jpg,glioma
data/raw/Training\glioma\Tr-gl_51.jpg,glioma
data/raw/Training\glioma\Tr-gl_547.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1189.jpg,pituitary
data/raw/Training\notumor\Tr-no_425.jpg,notumor
data/raw/Training\notumor\Tr-no_474.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1234.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_822.jpg,pituitary
data/raw/Training\notumor\Tr-no_1088.jpg,notumor
data/raw/Training\pituitary\Tr-pi_98.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_250.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1071.jpg,glioma
data/raw/Training\pituitary\Tr-pi_222.jpg,pituitary
data/raw/Training\notumor\Tr-no_836.jpg,notumor
data/raw/Training\pituitary\Tr-pi_811.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_409.jpg,pituitary
data/raw/Training\notumor\Tr-no_1309.jpg,notumor
data/raw/Training\pituitary\Tr-pi_88.jpg,pituitary
data/raw/Training\glioma\Tr-gl_212.jpg,glioma
data/raw/Training\meningioma\Tr-me_351.jpg,meningioma
data/raw/Training\meningioma\Tr-me_966.jpg,meningioma
data/raw/Training\meningioma\Tr-me_537.jpg,meningioma
data/raw/Training\meningioma\Tr-me_272.jpg,meningioma
data/raw/Training\notumor\Tr-no_912.jpg,notumor
data/raw/Training\notumor\Tr-no_956.jpg,notumor
data/raw/Training\glioma\Tr-gl_1036.jpg,glioma
data/raw/Training\notumor\Tr-no_789.jpg,notumor
data/raw/Training\meningioma\Tr-me_1100.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1001.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_204.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_569.jpg,pituitary
data/raw/Training\notumor\Tr-no_540.jpg,notumor
data/raw/Training\glioma\Tr-gl_186.jpg,glioma
data/raw/Training\glioma\Tr-gl_1314.jpg,glioma
data/raw/Training\meningioma\Tr-me_221.jpg,meningioma
data/raw/Training\meningioma\Tr-me_20.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1055.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_344.jpg,pituitary
data/raw/Training\meningioma\Tr-me_531.jpg,meningioma
data/raw/Training\notumor\Tr-no_1342.jpg,notumor
data/raw/Training\meningioma\Tr-me_1064.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_831.jpg,pituitary
data/raw/Training\meningioma\Tr-me_308.jpg,meningioma
data/raw/Training\notumor\Tr-no_24.jpg,notumor
data/raw/Training\glioma\Tr-gl_1325.jpg,glioma
data/raw/Training\meningioma\Tr-me_1000.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_15.jpg,meningioma
data/raw/Training\notumor\Tr-no_1024.jpg,notumor
data/raw/Training\glioma\Tr-gl_254.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1397.jpg,pituitary
data/raw/Training\meningioma\Tr-me_854.jpg,meningioma
data/raw/Training\notumor\Tr-no_115.jpg,notumor
data/raw/Training\pituitary\Tr-pi_922.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1105.jpg,meningioma
data/raw/Training\meningioma\Tr-me_687.jpg,meningioma
data/raw/Training\meningioma\Tr-me_95.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_146.jpg,pituitary
data/raw/Training\notumor\Tr-no_1375.jpg,notumor
data/raw/Training\glioma\Tr-gl_919.jpg,glioma
data/raw/Training\glioma\Tr-gl_112.jpg,glioma
data/raw/Training\glioma\Tr-gl_1266.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1399.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_720.jpg,pituitary
data/raw/Training\notumor\Tr-no_393.jpg,notumor
data/raw/Training\meningioma\Tr-me_746.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_938.jpg,pituitary
data/raw/Training\notumor\Tr-no_784.jpg,notumor
data/raw/Training\glioma\Tr-gl_735.jpg,glioma
data/raw/Training\glioma\Tr-gl_900.jpg,glioma
data/raw/Training\meningioma\Tr-me_843.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1273.jpg,glioma
data/raw/Training\notumor\Tr-no_473.jpg,notumor
data/raw/Training\glioma\Tr-gl_59.jpg,glioma
data/raw/Training\meningioma\Tr-me_1004.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1009.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_166.jpg,pituitary
data/raw/Training\meningioma\Tr-me_740.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1211.jpg,glioma
data/raw/Training\meningioma\Tr-me_323.jpg,meningioma
data/raw/Training\notumor\Tr-no_1258.jpg,notumor
data/raw/Training\meningioma\Tr-aug-me_61.jpg,meningioma
data/raw/Training\notumor\Tr-no_418.jpg,notumor
data/raw/Training\glioma\Tr-gl_163.jpg,glioma
data/raw/Training\notumor\Tr-no_1051.jpg,notumor
data/raw/Training\glioma\Tr-gl_169.jpg,glioma
data/raw/Training\glioma\Tr-gl_1223.jpg,glioma
data/raw/Training\notumor\Tr-no_652.jpg,notumor
data/raw/Training\glioma\Tr-gl_639.jpg,glioma
data/raw/Training\meningioma\Tr-me_218.jpg,meningioma
data/raw/Training\glioma\Tr-gl_526.jpg,glioma
data/raw/Training\notumor\Tr-no_1003.jpg,notumor
data/raw/Training\meningioma\Tr-me_122.jpg,meningioma
data/raw/Training\notumor\Tr-no_149.jpg,notumor
data/raw/Training\glioma\Tr-gl_660.jpg,glioma
data/raw/Training\meningioma\Tr-me_410.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1101.jpg,glioma
data/raw/Training\meningioma\Tr-me_1066.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1323.jpg,glioma
data/raw/Training\notumor\Tr-no_1266.jpg,notumor
data/raw/Training\pituitary\Tr-pi_304.jpg,pituitary
data/raw/Training\glioma\Tr-gl_70.jpg,glioma
data/raw/Training\meningioma\Tr-me_1083.jpg,meningioma
data/raw/Training\meningioma\Tr-me_879.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1187.jpg,pituitary
data/raw/Training\notumor\Tr-no_204.jpg,notumor
data/raw/Training\glioma\Tr-gl_1182.jpg,glioma
data/raw/Training\meningioma\Tr-me_312.jpg,meningioma
data/raw/Training\notumor\Tr-no_417.jpg,notumor
data/raw/Training\pituitary\Tr-pi_996.jpg,pituitary
data/raw/Training\glioma\Tr-gl_97.jpg,glioma
data/raw/Training\notumor\Tr-no_1202.jpg,notumor
data/raw/Training\meningioma\Tr-me_927.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_318.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1177.jpg,pituitary
data/raw/Training\meningioma\Tr-me_625.jpg,meningioma
data/raw/Training\glioma\Tr-gl_578.jpg,glioma
data/raw/Training\pituitary\Tr-pi_128.jpg,pituitary
data/raw/Training\notumor\Tr-no_1272.jpg,notumor
data/raw/Training\meningioma\Tr-me_162.jpg,meningioma
data/raw/Training\meningioma\Tr-me_858.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_629.jpg,pituitary
data/raw/Training\glioma\Tr-gl_523.jpg,glioma
data/raw/Training\pituitary\Tr-pi_244.jpg,pituitary
data/raw/Training\glioma\Tr-gl_700.jpg,glioma
data/raw/Training\glioma\Tr-gl_442.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_6.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_954.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_39.jpg,pituitary
data/raw/Training\meningioma\Tr-me_9.jpg,meningioma
data/raw/Training\notumor\Tr-no_108.jpg,notumor
data/raw/Training\pituitary\Tr-pi_547.jpg,pituitary
data/raw/Training\meningioma\Tr-me_861.jpg,meningioma
data/raw/Training\meningioma\Tr-me_174.jpg,meningioma
data/raw/Training\meningioma\Tr-me_817.jpg,meningioma
data/raw/Training\meningioma\Tr-me_632.jpg,meningioma
data/raw/Training\notumor\Tr-no_905.jpg,notumor
data/raw/Training\glioma\Tr-gl_1152.jpg,glioma
data/raw/Training\pituitary\Tr-pi_718.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_555.jpg,pituitary
data/raw/Training\notumor\Tr-no_164.jpg,notumor
data/raw/Training\glioma\Tr-gl_1310.jpg,glioma
data/raw/Training\meningioma\Tr-me_179.jpg,meningioma
data/raw/Training\notumor\Tr-no_689.jpg,notumor
data/raw/Training\notumor\Tr-no_583.jpg,notumor
data/raw/Training\notumor\Tr-no_102.jpg,notumor
data/raw/Training\meningioma\Tr-me_26.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1164.jpg,pituitary
data/raw/Training\notumor\Tr-no_30.jpg,notumor
data/raw/Training\meningioma\Tr-me_1095.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_574.jpg,pituitary
data/raw/Training\meningioma\Tr-me_353.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_86.jpg,meningioma
data/raw/Training\meningioma\Tr-me_918.jpg,meningioma
data/raw/Training\notumor\Tr-no_1212.jpg,notumor
data/raw/Training\meningioma\Tr-me_1271.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_194.jpg,pituitary
data/raw/Training\notumor\Tr-no_1153.jpg,notumor
data/raw/Training\pituitary\Tr-pi_255.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1069.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1247.jpg,pituitary
data/raw/Training\glioma\Tr-gl_630.jpg,glioma
data/raw/Training\glioma\Tr-gl_698.jpg,glioma
data/raw/Training\notumor\Tr-no_1148.jpg,notumor
data/raw/Training\meningioma\Tr-me_102.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_3.jpg,meningioma
data/raw/Training\meningioma\Tr-me_258.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_955.jpg,pituitary
data/raw/Training\notumor\Tr-no_49.jpg,notumor
data/raw/Training\notumor\Tr-no_662.jpg,notumor
data/raw/Training\meningioma\Tr-me_463.jpg,meningioma
data/raw/Training\meningioma\Tr-me_785.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1006.jpg,meningioma
data/raw/Training\notumor\Tr-no_229.jpg,notumor
data/raw/Training\glioma\Tr-gl_1104.jpg,glioma
data/raw/Training\notumor\Tr-no_632.jpg,notumor
data/raw/Training\meningioma\Tr-me_555.jpg,meningioma
data/raw/Training\notumor\Tr-no_700.jpg,notumor
data/raw/Training\meningioma\Tr-me_911.jpg,meningioma
data/raw/Training\glioma\Tr-gl_567.jpg,glioma
data/raw/Training\meningioma\Tr-me_21.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_117.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1259.jpg,glioma
data/raw/Training\glioma\Tr-gl_1164.jpg,glioma
data/raw/Training\notumor\Tr-no_754.jpg,notumor
data/raw/Training\notumor\Tr-no_1223.jpg,notumor
data/raw/Training\notumor\Tr-no_14.jpg,notumor
data/raw/Training\notumor\Tr-no_661.jpg,notumor
data/raw/Training\pituitary\Tr-pi_403.jpg,pituitary
data/raw/Training\notumor\Tr-no_907.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1137.jpg,pituitary
data/raw/Training\glioma\Tr-gl_962.jpg,glioma
data/raw/Training\glioma\Tr-gl_283.jpg,glioma
data/raw/Training\glioma\Tr-gl_337.jpg,glioma
data/raw/Training\pituitary\Tr-pi_747.jpg,pituitary
data/raw/Training\glioma\Tr-gl_379.jpg,glioma
data/raw/Training\glioma\Tr-gl_493.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1000.jpg,pituitary
data/raw/Training\notumor\Tr-no_1072.jpg,notumor
data/raw/Training\notumor\Tr-no_1189.jpg,notumor
data/raw/Training\meningioma\Tr-me_499.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1389.jpg,glioma
data/raw/Training\notumor\Tr-no_1277.jpg,notumor
data/raw/Training\meningioma\Tr-me_1017.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_447.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_14.jpg,pituitary
data/raw/Training\glioma\Tr-gl_769.jpg,glioma
data/raw/Training\glioma\Tr-gl_1150.jpg,glioma
data/raw/Training\glioma\Tr-gl_447.jpg,glioma
data/raw/Training\notumor\Tr-no_150.jpg,notumor
data/raw/Training\glioma\Tr-gl_1191.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1390.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1284.jpg,meningioma
data/raw/Training\notumor\Tr-no_844.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1287.jpg,pituitary
data/raw/Training\notumor\Tr-no_838.jpg,notumor
data/raw/Training\pituitary\Tr-pi_235.jpg,pituitary
data/raw/Training\meningioma\Tr-me_865.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_178.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1079.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1020.jpg,glioma
data/raw/Training\notumor\Tr-no_610.jpg,notumor
data/raw/Training\notumor\Tr-no_9.jpg,notumor
data/raw/Training\glioma\Tr-gl_1015.jpg,glioma
data/raw/Training\meningioma\Tr-me_1198.jpg,meningioma
data/raw/Training\meningioma\Tr-me_392.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_414.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_750.jpg,pituitary
data/raw/Training\notumor\Tr-no_1002.jpg,notumor
data/raw/Training\pituitary\Tr-pi_774.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1153.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1166.jpg,pituitary
data/raw/Training\meningioma\Tr-me_511.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_441.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1148.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_67.jpg,pituitary
data/raw/Training\notumor\Tr-no_1197.jpg,notumor
data/raw/Training\notumor\Tr-no_1229.jpg,notumor
data/raw/Training\notumor\Tr-no_248.jpg,notumor
data/raw/Training\glioma\Tr-gl_543.jpg,glioma
data/raw/Training\notumor\Tr-no_505.jpg,notumor
data/raw/Training\meningioma\Tr-me_706.jpg,meningioma
data/raw/Training\meningioma\Tr-me_610.jpg,meningioma
data/raw/Training\glioma\Tr-gl_948.jpg,glioma
data/raw/Training\pituitary\Tr-pi_787.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1175.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1172.jpg,glioma
data/raw/Training\notumor\Tr-no_869.jpg,notumor
data/raw/Training\meningioma\Tr-me_1021.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1097.jpg,glioma
data/raw/Training\glioma\Tr-gl_269.jpg,glioma
data/raw/Training\meningioma\Tr-me_970.jpg,meningioma
data/raw/Training\notumor\Tr-no_1340.jpg,notumor
data/raw/Training\notumor\Tr-no_249.jpg,notumor
data/raw/Training\glioma\Tr-gl_423.jpg,glioma
data/raw/Training\pituitary\Tr-pi_977.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_316.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1041.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_200.jpg,pituitary
data/raw/Training\notumor\Tr-no_4.jpg,notumor
data/raw/Training\glioma\Tr-gl_858.jpg,glioma
data/raw/Training\meningioma\Tr-me_664.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_272.jpg,pituitary
data/raw/Training\notumor\Tr-no_808.jpg,notumor
data/raw/Training\meningioma\Tr-me_527.jpg,meningioma
data/raw/Training\meningioma\Tr-me_883.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1051.jpg,pituitary
data/raw/Training\glioma\Tr-gl_167.jpg,glioma
data/raw/Training\meningioma\Tr-me_1015.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_4.jpg,meningioma
data/raw/Training\meningioma\Tr-me_171.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_144.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_795.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_480.jpg,pituitary
data/raw/Training\notumor\Tr-no_604.jpg,notumor
data/raw/Training\notumor\Tr-no_452.jpg,notumor
data/raw/Training\notumor\Tr-no_145.jpg,notumor
data/raw/Training\pituitary\Tr-pi_277.jpg,pituitary
data/raw/Training\meningioma\Tr-me_260.jpg,meningioma
data/raw/Training\glioma\Tr-gl_696.jpg,glioma
data/raw/Training\meningioma\Tr-me_1046.jpg,meningioma
data/raw/Training\glioma\Tr-gl_834.jpg,glioma
data/raw/Training\notumor\Tr-no_1167.jpg,notumor
data/raw/Training\notumor\Tr-no_1236.jpg,notumor
data/raw/Training\glioma\Tr-gl_584.jpg,glioma
data/raw/Training\pituitary\Tr-pi_27.jpg,pituitary
data/raw/Training\meningioma\Tr-me_431.jpg,meningioma
data/raw/Training\meningioma\Tr-me_123.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1225.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1165.jpg,meningioma
data/raw/Training\glioma\Tr-gl_466.jpg,glioma
data/raw/Training\meningioma\Tr-me_101.jpg,meningioma
data/raw/Training\meningioma\Tr-me_684.jpg,meningioma
data/raw/Training\glioma\Tr-gl_382.jpg,glioma
data/raw/Training\meningioma\Tr-me_295.jpg,meningioma
data/raw/Training\meningioma\Tr-me_647.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1283.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_94.jpg,pituitary
data/raw/Training\notumor\Tr-no_849.jpg,notumor
data/raw/Training\notumor\Tr-no_1099.jpg,notumor
data/raw/Training\pituitary\Tr-pi_667.jpg,pituitary
data/raw/Training\meningioma\Tr-me_390.jpg,meningioma
data/raw/Training\glioma\Tr-gl_106.jpg,glioma
data/raw/Training\pituitary\Tr-pi_131.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1012.jpg,meningioma
data/raw/Training\meningioma\Tr-me_53.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1337.jpg,glioma
data/raw/Training\glioma\Tr-gl_951.jpg,glioma
data/raw/Training\notumor\Tr-no_1318.jpg,notumor
data/raw/Training\notumor\Tr-no_116.jpg,notumor
data/raw/Training\notumor\Tr-no_1157.jpg,notumor
data/raw/Training\meningioma\Tr-me_521.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1132.jpg,glioma
data/raw/Training\glioma\Tr-gl_210.jpg,glioma
data/raw/Training\notumor\Tr-no_914.jpg,notumor
data/raw/Training\glioma\Tr-gl_1272.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1232.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1322.jpg,glioma
data/raw/Training\glioma\Tr-gl_1218.jpg,glioma
data/raw/Training\pituitary\Tr-pi_665.jpg,pituitary
data/raw/Training\notumor\Tr-no_1221.jpg,notumor
data/raw/Training\notumor\Tr-no_1331.jpg,notumor
data/raw/Training\glioma\Tr-gl_120.jpg,glioma
data/raw/Training\meningioma\Tr-me_124.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_6.jpg,pituitary
data/raw/Training\glioma\Tr-gl_631.jpg,glioma
data/raw/Training\glioma\Tr-gl_290.jpg,glioma
data/raw/Training\meningioma\Tr-me_540.jpg,meningioma
data/raw/Training\notumor\Tr-no_406.jpg,notumor
data/raw/Training\glioma\Tr-gl_1003.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1073.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_572.jpg,pituitary
data/raw/Training\meningioma\Tr-me_998.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_12.jpg,meningioma
data/raw/Training\meningioma\Tr-me_7.jpg,meningioma
data/raw/Training\glioma\Tr-gl_328.jpg,glioma
data/raw/Training\pituitary\Tr-pi_269.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_38.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1233.jpg,meningioma
data/raw/Training\notumor\Tr-no_1017.jpg,notumor
data/raw/Training\glioma\Tr-gl_633.jpg,glioma
data/raw/Training\pituitary\Tr-pi_661.jpg,pituitary
data/raw/Training\notumor\Tr-no_442.jpg,notumor
data/raw/Training\glioma\Tr-gl_274.jpg,glioma
data/raw/Training\glioma\Tr-gl_810.jpg,glioma
data/raw/Training\pituitary\Tr-pi_970.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_728.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1186.jpg,glioma
data/raw/Training\pituitary\Tr-pi_612.jpg,pituitary
data/raw/Training\glioma\Tr-gl_667.jpg,glioma
data/raw/Training\glioma\Tr-gl_469.jpg,glioma
data/raw/Training\pituitary\Tr-pi_400.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1093.jpg,glioma
data/raw/Training\pituitary\Tr-pi_383.jpg,pituitary
data/raw/Training\notumor\Tr-no_1345.jpg,notumor
data/raw/Training\meningioma\Tr-me_469.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1236.jpg,pituitary
data/raw/Training\notumor\Tr-no_113.jpg,notumor
data/raw/Training\glioma\Tr-gl_475.jpg,glioma
data/raw/Training\meningioma\Tr-me_161.jpg,meningioma
data/raw/Training\glioma\Tr-gl_538.jpg,glioma
data/raw/Training\pituitary\Tr-pi_853.jpg,pituitary
data/raw/Training\notumor\Tr-no_525.jpg,notumor
data/raw/Training\notumor\Tr-no_52.jpg,notumor
data/raw/Training\notumor\Tr-no_1112.jpg,notumor
data/raw/Training\glioma\Tr-gl_550.jpg,glioma
data/raw/Training\notumor\Tr-no_601.jpg,notumor
data/raw/Training\glioma\Tr-gl_1374.jpg,glioma
data/raw/Training\pituitary\Tr-pi_72.jpg,pituitary
data/raw/Training\notumor\Tr-no_1150.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1153.jpg,pituitary
data/raw/Training\glioma\Tr-gl_276.jpg,glioma
data/raw/Training\meningioma\Tr-me_798.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1057.jpg,glioma
data/raw/Training\meningioma\Tr-me_775.jpg,meningioma
data/raw/Training\glioma\Tr-gl_366.jpg,glioma
data/raw/Training\notumor\Tr-no_1377.jpg,notumor
data/raw/Training\pituitary\Tr-pi_577.jpg,pituitary
data/raw/Training\meningioma\Tr-me_559.jpg,meningioma
data/raw/Training\meningioma\Tr-me_699.jpg,meningioma
data/raw/Training\notumor\Tr-no_951.jpg,notumor
data/raw/Training\meningioma\Tr-me_159.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1075.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1048.jpg,pituitary
data/raw/Training\meningioma\Tr-me_63.jpg,meningioma
data/raw/Training\notumor\Tr-no_1332.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1182.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_907.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_846.jpg,pituitary
data/raw/Training\glioma\Tr-gl_82.jpg,glioma
data/raw/Training\notumor\Tr-no_458.jpg,notumor
data/raw/Training\notumor\Tr-no_512.jpg,notumor
data/raw/Training\pituitary\Tr-pi_2.jpg,pituitary
data/raw/Training\glioma\Tr-gl_957.jpg,glioma
data/raw/Training\notumor\Tr-no_911.jpg,notumor
data/raw/Training\glioma\Tr-gl_552.jpg,glioma
data/raw/Training\pituitary\Tr-pi_191.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1229.jpg,meningioma
data/raw/Training\glioma\Tr-gl_898.jpg,glioma
data/raw/Training\notumor\Tr-no_1163.jpg,notumor
data/raw/Training\notumor\Tr-no_293.jpg,notumor
data/raw/Training\pituitary\Tr-pi_171.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1391.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_19.jpg,meningioma
data/raw/Training\notumor\Tr-no_1264.jpg,notumor
data/raw/Training\meningioma\Tr-me_1031.jpg,meningioma
data/raw/Training\glioma\Tr-gl_620.jpg,glioma
data/raw/Training\notumor\Tr-no_730.jpg,notumor
data/raw/Training\glioma\Tr-gl_426.jpg,glioma
data/raw/Training\pituitary\Tr-pi_471.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1099.jpg,meningioma
data/raw/Training\notumor\Tr-no_215.jpg,notumor
data/raw/Training\meningioma\Tr-me_386.jpg,meningioma
data/raw/Training\glioma\Tr-gl_618.jpg,glioma
data/raw/Training\notumor\Tr-no_316.jpg,notumor
data/raw/Training\notumor\Tr-no_382.jpg,notumor
data/raw/Training\notumor\Tr-no_1386.jpg,notumor
data/raw/Training\pituitary\Tr-pi_415.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_70.jpg,meningioma
